row_index,col_index,raw_value
5,0,11806933
5,0,11806933
5,1,11778221
5,1,11778221
5,2,11806332
5,2,11806332
5,3,11785528
5,3,11785528
5,4,12436707
5,4,12436707
5,5,12423593
5,5,12423593
5,6,12482223
5,6,12482223
5,7,12499885
5,7,12499885
6,0,11857032
6,0,11857032
6,1,11829245
6,1,11829245
6,2,11856400
6,2,11856400
6,3,11836952
6,3,11836952
6,4,12493735
6,4,12493735
6,5,12480544
6,5,12480544
